Wavenumber,Processed
257.39,7076.60
261.70,7099.60
266.00,7030.60
270.30,6965.30
274.60,6912.20
278.89,6942.40
283.19,6940.40
287.48,6953.00
291.77,6961.30
296.05,6973.30
300.34,6998.30
304.62,7031.00
308.90,7070.80
313.17,7115.60
317.45,7164.80
321.72,7178.00
325.99,7235.20
330.26,7298.90
334.52,7351.50
338.79,7386.30
343.05,7465.00
347.30,7542.50
351.56,7586.20
355.81,7684.40
360.07,7713.90
364.31,7810.90
368.56,7878.20
372.80,7976.60
377.05,8013.00
381.29,8059.40
385.52,8133.60
389.76,8202.80
393.99,8283.40
398.22,8352.30
402.45,8436.70
406.67,8528.00
410.90,8517.90
415.12,8575.80
419.34,8613.10
423.55,8613.20
427.77,8634.70
431.98,8633.80
436.19,8624.60
440.39,8645.80
444.60,8577.40
448.80,8543.00
453.00,8411.00
457.20,8325.60
461.39,8185.70
465.58,8004.00
469.78,7868.90
473.96,7786.30
478.15,7808.60
482.33,7897.50
486.51,8012.40
490.69,8024.70
494.87,7817.90
499.04,7412.20
503.21,6831.40
507.38,6232.70
511.55,5701.90
515.71,5232.10
519.87,4839.30
524.03,4526.80
528.19,4271.00
532.34,4082.50
536.50,3949.80
540.65,3822.40
544.79,3718.80
548.94,3637.60
553.08,3564.50
557.22,3468.80
561.36,3426.80
565.49,3353.90
569.63,3318.70
573.76,3304.40
577.89,3287.80
582.01,3262.80
586.14,3318.80
590.26,3327.60
594.38,3392.20
598.49,3442.40
602.61,3443.40
606.72,3402.90
610.83,3337.80
614.93,3206.70
619.04,3083.40
623.14,2953.50
627.24,2841.50
631.34,2758.70
635.43,2698.00
639.52,2647.80
643.61,2608.40
647.70,2582.20
651.79,2561.90
655.87,2535.40
659.95,2511.10
664.03,2490.40
668.10,2460.20
672.18,2442.10
676.25,2421.40
680.31,2420.50
684.38,2387.10
688.44,2370.30
692.51,2350.80
696.56,2309.40
700.62,2314.10
704.67,2298.50
708.73,2311.70
712.77,2283.40
716.82,2259.40
720.86,2278.70
724.91,2257.20
728.95,2269.80
732.98,2254.20
737.02,2232.70
741.05,2243.40
745.08,2241.10
749.11,2234.70
753.13,2247.60
757.15,2231.90
761.17,2280.50
765.19,2303.30
769.21,2384.30
773.22,2510.50
777.23,2619.10
781.24,2739.20
785.24,2827.60
789.24,2876.30
793.25,2874.60
797.24,2902.10
801.24,2891.50
805.23,2858.10
809.22,2824.90
813.21,2786.00
817.20,2740.40
821.18,2689.60
825.16,2667.50
829.14,2614.10
833.12,2555.70
837.09,2476.50
841.06,2422.90
845.03,2321.70
849.00,2245.60
852.96,2141.10
856.92,2043.20
860.88,1967.60
864.84,1927.70
868.79,1876.40
872.75,1858.10
876.69,1838.80
880.64,1786.30
884.59,1762.90
888.53,1722.90
892.47,1726.50
896.41,1688.90
900.34,1646.80
904.27,1643.60
908.20,1635.80
912.13,1621.70
916.06,1597.60
919.98,1579.60
923.90,1549.70
927.82,1545.20
931.73,1519.40
935.64,1508.30
939.55,1488.20
943.46,1471.00
947.37,1453.70
951.27,1453.40
955.17,1457.80
959.07,1426.50
962.97,1416.20
966.86,1415.40
970.75,1396.10
974.64,1404.20
978.52,1377.50
982.41,1373.60
986.29,1381.90
990.17,1376.00
994.04,1367.50
997.92,1365.10
1001.79,1381.70
1005.66,1366.70
1009.52,1379.00
1013.39,1393.80
1017.25,1406.40
1021.11,1430.10
1024.96,1454.80
1028.82,1493.20
1032.67,1519.30
1036.52,1556.00
1040.37,1581.50
1044.21,1615.40
1048.05,1615.00
1051.89,1620.70
1055.73,1614.80
1059.56,1614.10
1063.40,1608.40
1067.23,1592.80
1071.05,1580.80
1074.88,1570.70
1078.70,1556.30
1082.52,1533.80
1086.34,1508.90
1090.15,1485.70
1093.96,1454.20
1097.77,1438.20
1101.58,1415.60
1105.39,1386.10
1109.19,1366.80
1112.99,1350.00
1116.79,1322.80
1120.58,1325.10
1124.38,1320.20
1128.17,1313.90
1131.95,1316.30
1135.74,1323.90
1139.52,1308.40
1143.30,1318.30
1147.08,1339.20
1150.86,1344.30
1154.63,1361.90
1158.40,1372.50
1162.17,1372.90
1165.94,1373.20
1169.70,1378.40
1173.46,1387.60
1177.22,1388.30
1180.98,1390.40
1184.73,1382.10
1188.48,1372.30
1192.23,1391.40
1195.98,1368.20
1199.72,1355.90
1203.46,1349.10
1207.20,1363.50
1210.94,1360.30
1214.67,1354.90
1218.40,1341.20
1222.13,1343.70
1225.86,1350.70
1229.58,1330.00
1233.31,1334.10
1237.02,1306.70
1240.74,1292.40
1244.46,1289.50
1248.17,1268.20
1251.88,1260.40
1255.59,1242.10
1259.29,1229.10
1262.99,1213.20
1266.69,1215.80
1270.39,1203.00
1274.08,1187.60
1277.78,1182.40
1281.47,1172.80
1285.15,1185.40
1288.84,1200.40
1292.52,1184.10
1296.20,1185.10
1299.88,1190.50
1303.56,1188.90
1307.23,1172.90
1310.90,1178.10
1314.57,1166.40
1318.23,1157.60
1321.90,1141.80
1325.56,1137.90
1329.22,1136.20
1332.87,1131.70
1336.52,1120.50
1340.18,1114.70
1343.82,1102.40
1347.47,1116.50
1351.11,1115.10
1354.75,1117.20
1358.39,1115.60
1362.03,1120.40
1365.66,1110.10
1369.29,1100.80
1372.92,1104.20
1376.55,1095.20
1380.17,1101.40
1383.80,1095.80
1387.42,1104.30
1391.03,1089.70
1394.65,1075.10
1398.26,1079.10
1401.87,1063.50
1405.47,1070.00
1409.08,1057.40
1412.68,1058.30
1416.28,1065.00
1419.88,1044.80
1423.47,1069.20
1427.07,1067.70
1430.66,1067.50
1434.24,1072.20
1437.83,1085.10
1441.41,1084.10
1444.99,1100.60
1448.57,1118.30
1452.14,1117.70
1455.72,1112.40
1459.29,1122.90
1462.86,1112.00
1466.42,1107.50
1469.98,1103.80
1473.54,1100.30
1477.10,1074.40
1480.66,1094.20
1484.21,1096.40
1487.76,1092.70
1491.31,1075.30
1494.86,1104.30
1498.40,1115.60
1501.94,1120.70
1505.48,1136.70
1509.02,1140.90
1512.55,1140.10
1516.08,1175.60
1519.61,1159.10
1523.14,1183.50
1526.66,1188.90
1530.19,1191.20
1533.71,1197.00
1537.22,1229.20
1540.74,1228.20
1544.25,1279.30
1547.76,1343.60
1551.27,1487.60
1554.77,1593.50
1558.27,1566.60
1561.77,1433.10
1565.27,1358.90
1568.77,1365.40
1572.26,1378.20
1575.75,1410.70
1579.24,1428.70
1582.72,1461.40
1586.21,1483.30
1589.69,1522.80
1593.17,1542.80
1596.64,1558.00
1600.12,1588.90
1603.59,1630.00
1607.05,1652.90
1610.52,1670.50
1613.98,1704.80
1617.45,1717.60
1620.91,1731.00
1624.36,1736.90
