Wavenumber,Processed
257.39,7084.20
261.70,7114.70
266.00,7059.50
270.30,6955.60
274.60,6917.40
278.89,6928.70
283.19,6930.60
287.48,6951.10
291.77,6965.20
296.05,6963.00
300.34,7002.20
304.62,7041.80
308.90,7085.60
313.17,7110.50
317.45,7159.70
321.72,7188.60
325.99,7233.40
330.26,7292.00
334.52,7351.80
338.79,7396.40
343.05,7476.00
347.30,7518.40
351.56,7570.70
355.81,7668.00
360.07,7732.40
364.31,7825.30
368.56,7876.60
372.80,7981.30
377.05,8000.10
381.29,8065.20
385.52,8123.70
389.76,8186.40
393.99,8280.10
398.22,8353.40
402.45,8433.80
406.67,8487.60
410.90,8525.10
415.12,8571.30
419.34,8602.00
423.55,8604.80
427.77,8620.30
431.98,8638.70
436.19,8623.10
440.39,8639.20
444.60,8603.50
448.80,8525.60
453.00,8428.00
457.20,8332.30
461.39,8180.60
465.58,8023.70
469.78,7889.60
473.96,7794.90
478.15,7817.10
482.33,7888.90
486.51,8027.60
490.69,8017.30
494.87,7822.50
499.04,7407.90
503.21,6828.40
507.38,6231.40
511.55,5709.50
515.71,5233.50
519.87,4847.20
524.03,4523.40
528.19,4273.80
532.34,4089.60
536.50,3964.40
540.65,3834.00
544.79,3727.10
548.94,3649.00
553.08,3568.20
557.22,3484.40
561.36,3436.30
565.49,3365.70
569.63,3333.00
573.76,3302.60
577.89,3295.40
582.01,3271.10
586.14,3338.60
590.26,3335.90
594.38,3386.10
598.49,3444.80
602.61,3461.50
606.72,3413.40
610.83,3331.80
614.93,3204.30
619.04,3086.80
623.14,2974.90
627.24,2857.40
631.34,2767.70
635.43,2710.20
639.52,2661.70
643.61,2616.20
647.70,2580.50
651.79,2585.10
655.87,2543.50
659.95,2515.30
664.03,2504.50
668.10,2476.90
672.18,2449.40
676.25,2435.50
680.31,2425.40
684.38,2399.00
688.44,2395.20
692.51,2351.40
696.56,2314.10
700.62,2322.80
704.67,2316.20
708.73,2319.30
712.77,2303.60
716.82,2268.20
720.86,2286.80
724.91,2271.80
728.95,2281.20
732.98,2269.30
737.02,2245.90
741.05,2250.10
745.08,2263.20
749.11,2252.80
753.13,2252.90
757.15,2235.20
761.17,2294.00
765.19,2327.00
769.21,2390.30
773.22,2514.80
777.23,2640.60
781.24,2743.40
785.24,2845.40
789.24,2886.40
793.25,2889.70
797.24,2902.30
801.24,2898.00
805.23,2869.20
809.22,2838.40
813.21,2799.70
817.20,2755.30
821.18,2703.00
825.16,2676.70
829.14,2627.30
833.12,2560.70
837.09,2485.90
841.06,2437.30
845.03,2330.10
849.00,2249.80
852.96,2150.90
856.92,2056.50
860.88,1981.90
864.84,1937.80
868.79,1876.80
872.75,1868.60
876.69,1844.90
880.64,1797.50
884.59,1772.50
888.53,1735.30
892.47,1723.90
896.41,1689.40
900.34,1662.20
904.27,1659.00
908.20,1634.90
912.13,1622.70
916.06,1606.50
919.98,1585.10
923.90,1567.80
927.82,1551.20
931.73,1531.70
935.64,1518.00
939.55,1498.00
943.46,1483.20
947.37,1464.70
951.27,1451.00
955.17,1454.70
959.07,1443.30
962.97,1433.40
966.86,1427.70
970.75,1400.80
974.64,1418.40
978.52,1390.70
982.41,1391.00
986.29,1383.60
990.17,1387.50
994.04,1383.50
997.92,1372.90
1001.79,1386.80
1005.66,1379.40
1009.52,1388.90
1013.39,1399.70
1017.25,1413.00
