Wavenumber,Processed
257.39,7062.80
261.70,7082.60
266.00,7026.50
270.30,6927.90
274.60,6876.50
278.89,6879.60
283.19,6903.70
287.48,6903.30
291.77,6907.10
296.05,6930.30
300.34,6944.20
304.62,6979.60
308.90,7011.70
313.17,7052.60
317.45,7094.00
321.72,7113.00
325.99,7157.80
330.26,7229.80
334.52,7259.70
338.79,7320.80
343.05,7384.30
347.30,7450.60
351.56,7486.20
355.81,7583.60
360.07,7654.10
364.31,7733.70
368.56,7799.50
372.80,7900.70
377.05,7938.60
381.29,7968.00
385.52,8054.60
389.76,8122.70
393.99,8213.60
398.22,8291.30
402.45,8350.40
406.67,8448.00
410.90,8455.00
415.12,8516.50
419.34,8532.80
423.55,8542.60
427.77,8560.00
431.98,8578.60
436.19,8558.30
440.39,8568.30
444.60,8528.60
448.80,8474.90
453.00,8343.50
457.20,8260.90
461.39,8110.30
465.58,7935.80
469.78,7792.80
473.96,7707.00
478.15,7751.10
482.33,7832.40
486.51,7953.90
490.69,7966.50
494.87,7751.80
499.04,7354.40
503.21,6766.70
507.38,6174.00
511.55,5644.60
515.71,5164.20
519.87,4779.50
524.03,4460.90
528.19,4206.80
532.34,4040.50
536.50,3908.70
540.65,3774.50
544.79,3659.50
548.94,3566.80
553.08,3509.00
557.22,3413.90
561.36,3360.40
565.49,3317.20
569.63,3262.80
573.76,3241.90
577.89,3235.50
582.01,3207.60
586.14,3254.10
590.26,3264.50
594.38,3323.60
598.49,3378.30
602.61,3390.90
606.72,3348.00
610.83,3279.20
614.93,3149.00
619.04,3028.30
623.14,2898.70
627.24,2791.90
631.34,2711.50
635.43,2643.80
639.52,2591.50
643.61,2551.70
647.70,2521.80
651.79,2522.20
655.87,2475.20
659.95,2467.40
664.03,2442.70
668.10,2414.20
672.18,2394.00
676.25,2378.40
680.31,2364.00
684.38,2340.20
688.44,2335.40
692.51,2295.10
696.56,2254.20
700.62,2260.00
704.67,2249.80
708.73,2252.60
712.77,2239.70
716.82,2215.80
720.86,2227.10
724.91,2220.80
728.95,2226.00
732.98,2215.40
737.02,2182.00
741.05,2196.10
745.08,2198.30
749.11,2183.90
753.13,2190.60
757.15,2183.40
761.17,2230.50
765.19,2258.70
769.21,2331.80
773.22,2452.00
777.23,2556.20
781.24,2682.20
785.24,2774.90
789.24,2821.80
793.25,2831.90
797.24,2847.40
801.24,2849.30
805.23,2814.80
809.22,2783.20
813.21,2730.90
817.20,2702.70
821.18,2654.40
825.16,2618.90
829.14,2565.30
833.12,2514.40
837.09,2417.90
841.06,2380.80
845.03,2268.10
849.00,2184.00
852.96,2092.60
856.92,2001.70
860.88,1923.10
864.84,1877.80
868.79,1833.80
872.75,1820.50
876.69,1790.90
880.64,1742.50
884.59,1712.50
888.53,1681.60
892.47,1672.90
896.41,1644.70
900.34,1597.80
904.27,1598.90
908.20,1581.80
912.13,1559.20
916.06,1538.70
919.98,1531.00
923.90,1508.70
927.82,1499.30
931.73,1471.10
935.64,1463.80
939.55,1431.10
943.46,1424.00
947.37,1408.00
951.27,1409.50
955.17,1400.40
959.07,1373.80
962.97,1369.70
966.86,1364.00
970.75,1345.30
974.64,1357.90
978.52,1323.70
982.41,1319.60
986.29,1327.20
990.17,1332.60
994.04,1322.40
997.92,1318.90
1001.79,1326.60
1005.66,1320.00
1009.52,1323.60
1013.39,1337.50
1017.25,1351.50
1021.11,1385.10
1024.96,1401.90
1028.82,1447.10
1032.67,1475.00
1036.52,1506.10
1040.37,1530.10
1044.21,1571.10
1048.05,1573.70
1051.89,1568.80
1055.73,1567.30
1059.56,1552.30
1063.40,1563.40
1067.23,1545.60
1071.05,1528.30
1074.88,1528.20
1078.70,1507.70
1082.52,1484.40
1086.34,1451.30
1090.15,1428.50
1093.96,1406.70
1097.77,1385.40
1101.58,1357.90
1105.39,1336.30
1109.19,1319.90
1112.99,1295.20
1116.79,1281.00
1120.58,1280.00
1124.38,1277.60
1128.17,1273.00
1131.95,1263.50
1135.74,1275.20
1139.52,1273.00
1143.30,1279.40
1147.08,1297.50
1150.86,1291.40
1154.63,1308.50
1158.40,1316.00
1162.17,1321.50
1165.94,1335.10
1169.70,1333.80
1173.46,1347.20
1177.22,1342.10
1180.98,1338.80
1184.73,1327.20
1188.48,1335.30
1192.23,1343.70
1195.98,1325.50
1199.72,1317.40
1203.46,1315.90
1207.20,1328.60
1210.94,1309.90
1214.67,1304.10
1218.40,1313.40
1222.13,1305.70
1225.86,1304.60
1229.58,1293.30
1233.31,1288.50
1237.02,1255.70
1240.74,1251.40
1244.46,1240.40
1248.17,1224.50
1251.88,1215.20
1255.59,1198.50
1259.29,1187.70
1262.99,1175.00
1266.69,1180.30
1270.39,1150.40
1274.08,1149.80
1277.78,1142.20
1281.47,1140.50
1285.15,1136.50
1288.84,1159.90
1292.52,1150.60
1296.20,1151.20
1299.88,1154.50
1303.56,1153.00
1307.23,1134.40
1310.90,1142.60
1314.57,1126.80
1318.23,1125.40
1321.90,1097.00
1325.56,1112.60
1329.22,1091.60
1332.87,1092.10
1336.52,1085.00
1340.18,1081.10
1343.82,1073.30
1347.47,1081.70
1351.11,1083.60
1354.75,1074.40
1358.39,1093.00
1362.03,1084.10
1365.66,1072.40
1369.29,1069.50
1372.92,1070.50
1376.55,1061.30
1380.17,1070.50
1383.80,1072.60
1387.42,1070.60
1391.03,1053.90
1394.65,1039.80
1398.26,1040.70
1401.87,1028.70
1405.47,1033.70
1409.08,1022.10
1412.68,1028.40
1416.28,1035.20
1419.88,1014.90
1423.47,1033.10
1427.07,1027.20
1430.66,1033.70
1434.24,1039.80
1437.83,1055.80
1441.41,1051.60
1444.99,1086.30
1448.57,1081.10
1452.14,1095.40
1455.72,1082.90
1459.29,1092.40
1462.86,1077.70
1466.42,1077.70
1469.98,1076.30
1473.54,1075.60
1477.10,1043.20
1480.66,1058.40
1484.21,1068.30
1487.76,1063.40
1491.31,1046.00
1494.86,1070.10
1498.40,1082.80
1501.94,1089.00
1505.48,1105.30
1509.02,1107.70
1512.55,1102.60
1516.08,1143.90
1519.61,1132.20
1523.14,1160.50
1526.66,1164.80
1530.19,1168.10
1533.71,1176.60
1537.22,1200.10
1540.74,1202.80
1544.25,1252.70
1547.76,1314.10
1551.27,1453.00
1554.77,1570.10
1558.27,1550.10
1561.77,1419.40
1565.27,1348.90
1568.77,1346.70
1572.26,1361.60
1575.75,1385.20
1579.24,1415.10
1582.72,1428.20
1586.21,1458.00
1589.69,1497.30
1593.17,1521.40
1596.64,1540.30
1600.12,1571.40
1603.59,1606.10
1607.05,1621.60
1610.52,1651.40
1613.98,1677.20
1617.45,1684.90
1620.91,1709.50
1624.36,1709.20
1627.82,1734.20
1631.27,1767.90
1634.72,1757.10
1638.16,1768.00
1641.61,1787.00
1645.05,1785.40
1648.49,1799.40
1651.93,1774.00
1655.36,1767.10
1658.80,1742.90
1662.23,1733.00
1665.65,1715.20
1669.08,1699.20
1672.50,1689.70
1675.92,1635.80
1679.34,1599.50
1682.76,1571.80
1686.17,1542.10
1689.58,1497.90
1692.99,1493.90
1696.39,1483.00
1699.80,1448.20
1703.20,1396.20
1706.60,1332.20
1709.99,1305.30
1713.39,1346.30
1716.78,1399.00
1720.17,1471.10
1723.56,1529.80
1726.94,1573.20
1730.32,1535.40
1733.70,1494.30
1737.08,1402.80
1740.45,1323.30
1743.83,1249.80
1747.20,1185.30
1750.56,1160.70
1753.93,1151.40
1757.29,1151.60
1760.65,1147.40
1764.01,1148.80
1767.37,1138.80
1770.72,1136.70
1774.07,1130.60
1777.42,1130.90
1780.77,1109.80
1784.11,1103.10
1787.45,1083.00
1790.79,1054.60
1794.13,1055.00
1797.46,1029.70
1800.79,1022.10
1804.12,984.20
1807.45,969.20
1810.78,971.80
1814.10,942.60
1817.42,925.50
1820.74,919.60
1824.05,912.40
1827.36,894.60
1830.67,898.70
1833.98,895.80
1837.29,879.60
1840.59,883.50
1843.89,875.80
1847.19,874.00
1850.49,871.60
1853.78,877.60
1857.07,868.10
1860.36,856.10
1863.65,876.80
1866.93,860.10
1870.22,865.40
1873.50,866.70
1876.77,846.70
1880.05,843.90
1883.32,842.10
1886.59,830.30
1889.86,826.30
1893.12,836.50
1896.39,821.80
1899.65,813.20
1902.91,801.70
1906.16,800.80
1909.42,798.50
1912.67,792.80
1915.92,806.80
1919.16,803.20
1922.41,796.70
1925.65,803.10
1928.89,810.20
1932.13,782.70
1935.36,777.90
1938.60,788.40
1941.83,787.00
1945.05,782.30
1948.28,785.40
1951.50,791.70
1954.72,785.70
1957.94,796.00
1961.16,773.10
1964.37,775.50
1967.58,765.60
1970.79,758.10
1974.00,750.70
1977.20,746.70
1980.41,754.20
1983.61,742.30
1986.80,750.40
1990.00,747.00
1993.19,736.20
1996.38,733.30
1999.57,734.30
2002.76,722.70
2005.94,737.00
2009.12,729.30
2012.30,735.90
2015.47,739.30
2018.65,731.50
2021.82,721.80
2024.99,715.10
2028.16,715.70
2031.32,704.60
