Wavenumber,Processed
257.39,7129.00
261.70,7156.70
266.00,7089.70
270.30,7030.60
274.60,6967.70
278.89,6965.00
283.19,6987.30
287.48,7003.20
291.77,7014.90
296.05,7028.70
300.34,7054.40
304.62,7089.10
308.90,7106.00
313.17,7170.50
317.45,7204.40
321.72,7223.20
325.99,7272.30
330.26,7345.60
334.52,7392.10
338.79,7431.70
343.05,7507.70
347.30,7576.50
351.56,7604.80
355.81,7700.60
360.07,7761.90
364.31,7853.30
368.56,7917.20
372.80,8021.70
377.05,8044.40
381.29,8103.80
385.52,8176.90
389.76,8246.70
393.99,8317.50
398.22,8397.70
402.45,8473.80
406.67,8551.40
410.90,8569.40
415.12,8612.40
419.34,8637.00
423.55,8659.90
427.77,8664.00
431.98,8679.00
436.19,8650.60
440.39,8691.70
444.60,8645.00
448.80,8575.20
453.00,8485.30
457.20,8382.20
461.39,8224.70
465.58,8074.30
469.78,7932.40
473.96,7843.30
478.15,7867.70
482.33,7950.20
486.51,8066.20
490.69,8079.80
494.87,7879.80
499.04,7477.90
503.21,6887.90
507.38,6292.90
511.55,5759.80
515.71,5286.10
519.87,4887.20
524.03,4591.10
528.19,4330.80
532.34,4148.20
536.50,4018.40
540.65,3892.40
544.79,3772.90
548.94,3698.50
553.08,3615.60
557.22,3535.50
561.36,3487.50
565.49,3420.60
569.63,3379.40
573.76,3358.70
577.89,3350.60
582.01,3319.60
586.14,3376.00
590.26,3384.20
594.38,3436.50
598.49,3492.90
602.61,3515.60
606.72,3467.00
610.83,3394.10
614.93,3258.50
619.04,3137.80
623.14,3025.90
627.24,2896.60
631.34,2825.30
635.43,2760.00
639.52,2715.10
643.61,2674.30
647.70,2634.60
651.79,2630.50
655.87,2588.90
659.95,2579.00
664.03,2553.50
668.10,2514.90
672.18,2510.80
676.25,2484.40
680.31,2479.60
684.38,2456.50
688.44,2449.10
692.51,2409.00
696.56,2369.60
700.62,2381.60
704.67,2365.60
708.73,2365.90
712.77,2342.00
716.82,2318.40
720.86,2335.10
724.91,2327.20
728.95,2328.70
732.98,2315.10
737.02,2296.70
741.05,2307.30
745.08,2304.50
749.11,2290.40
753.13,2299.30
757.15,2290.50
761.17,2333.90
765.19,2364.70
769.21,2443.60
773.22,2553.00
777.23,2670.60
781.24,2794.40
785.24,2889.60
789.24,2936.90
793.25,2935.70
797.24,2947.70
801.24,2949.60
805.23,2913.10
809.22,2893.40
813.21,2844.30
817.20,2814.80
821.18,2752.00
825.16,2728.30
829.14,2674.80
833.12,2620.20
837.09,2532.80
841.06,2476.90
845.03,2390.90
849.00,2302.50
852.96,2198.80
856.92,2102.10
860.88,2026.30
864.84,1978.40
868.79,1929.70
872.75,1918.50
876.69,1880.40
880.64,1846.20
884.59,1819.60
888.53,1790.40
892.47,1780.50
896.41,1744.50
900.34,1697.90
904.27,1710.30
908.20,1687.90
912.13,1675.20
916.06,1658.30
919.98,1635.30
923.90,1607.00
927.82,1599.80
931.73,1580.50
935.64,1556.00
939.55,1540.00
943.46,1522.20
947.37,1503.70
951.27,1506.70
955.17,1508.30
959.07,1486.00
962.97,1475.20
966.86,1476.10
970.75,1452.10
974.64,1450.20
978.52,1435.20
982.41,1429.00
986.29,1424.00
990.17,1423.60
994.04,1426.60
997.92,1406.00
1001.79,1427.30
1005.66,1420.00
1009.52,1441.00
1013.39,1440.70
1017.25,1461.30
1021.11,1488.50
1024.96,1515.10
1028.82,1551.60
1032.67,1572.00
1036.52,1603.50
1040.37,1638.10
1044.21,1669.10
1048.05,1671.80
1051.89,1676.80
1055.73,1671.70
1059.56,1664.70
1063.40,1659.30
1067.23,1641.10
1071.05,1626.80
1074.88,1625.40
1078.70,1607.30
1082.52,1581.60
1086.34,1557.00
1090.15,1526.50
1093.96,1511.10
1097.77,1490.20
1101.58,1462.20
1105.39,1438.20
1109.19,1424.60
1112.99,1395.80
1116.79,1379.60
1120.58,1382.80
1124.38,1372.20
1128.17,1357.00
1131.95,1369.60
1135.74,1369.80
1139.52,1364.70
1143.30,1363.00
1147.08,1387.00
1150.86,1398.00
1154.63,1402.00
1158.40,1418.00
1162.17,1407.90
1165.94,1419.80
1169.70,1417.40
1173.46,1438.90
1177.22,1436.30
1180.98,1428.80
1184.73,1424.80
1188.48,1429.80
1192.23,1434.80
1195.98,1426.90
1199.72,1405.30
1203.46,1399.30
1207.20,1408.70
1210.94,1405.60
1214.67,1393.60
1218.40,1392.80
1222.13,1389.40
1225.86,1398.90
1229.58,1386.30
1233.31,1374.30
1237.02,1346.40
1240.74,1332.50
1244.46,1335.70
1248.17,1311.10
1251.88,1299.70
1255.59,1283.30
1259.29,1271.10
1262.99,1265.70
1266.69,1262.70
1270.39,1241.70
1274.08,1233.20
1277.78,1217.00
1281.47,1218.60
1285.15,1221.00
1288.84,1242.10
1292.52,1232.70
1296.20,1226.00
1299.88,1243.90
1303.56,1232.60
1307.23,1213.20
1310.90,1231.30
1314.57,1215.60
1318.23,1198.00
1321.90,1182.30
1325.56,1179.00
1329.22,1179.00
1332.87,1164.40
1336.52,1169.40
1340.18,1157.10
1343.82,1153.20
1347.47,1156.40
1351.11,1162.60
1354.75,1152.70
1358.39,1158.50
1362.03,1160.20
1365.66,1149.40
1369.29,1143.00
1372.92,1146.90
1376.55,1145.30
1380.17,1142.60
1383.80,1139.80
1387.42,1137.90
1391.03,1116.30
1394.65,1111.80
1398.26,1109.90
1401.87,1104.00
1405.47,1113.60
1409.08,1101.10
1412.68,1091.90
1416.28,1103.80
1419.88,1088.70
1423.47,1097.70
1427.07,1096.90
1430.66,1105.50
1434.24,1112.40
1437.83,1127.90
1441.41,1114.20
1444.99,1142.60
1448.57,1158.30
1452.14,1165.70
1455.72,1147.40
1459.29,1165.00
1462.86,1154.10
1466.42,1148.70
1469.98,1138.70
1473.54,1134.60
1477.10,1113.30
1480.66,1127.60
1484.21,1133.40
1487.76,1136.90
1491.31,1108.80
1494.86,1140.20
1498.40,1146.80
1501.94,1153.80
1505.48,1166.20
1509.02,1173.00
1512.55,1177.70
1516.08,1206.00
1519.61,1197.40
1523.14,1215.30
1526.66,1224.20
1530.19,1222.00
1533.71,1240.30
1537.22,1257.10
1540.74,1273.60
1544.25,1315.10
1547.76,1382.10
1551.27,1509.90
1554.77,1615.70
1558.27,1609.80
1561.77,1476.50
1565.27,1402.50
1568.77,1398.10
1572.26,1408.10
1575.75,1447.40
1579.24,1473.60
1582.72,1489.10
1586.21,1516.60
1589.69,1544.50
1593.17,1578.10
1596.64,1601.40
1600.12,1621.60
1603.59,1659.10
1607.05,1677.60
1610.52,1702.30
1613.98,1729.40
1617.45,1730.80
1620.91,1752.90
1624.36,1761.00
1627.82,1788.00
1631.27,1818.60
1634.72,1818.10
1638.16,1815.80
1641.61,1830.30
1645.05,1841.20
1648.49,1853.30
1651.93,1820.50
1655.36,1820.40
1658.80,1788.40
1662.23,1785.40
1665.65,1757.60
1669.08,1745.50
1672.50,1734.80
1675.92,1685.20
1679.34,1646.30
1682.76,1622.10
1686.17,1587.00
1689.58,1564.00
1692.99,1538.50
1696.39,1525.90
1699.80,1505.80
1703.20,1449.70
1706.60,1393.90
1709.99,1367.30
1713.39,1391.40
1716.78,1459.80
1720.17,1506.50
1723.56,1564.10
1726.94,1589.50
1730.32,1560.00
1733.70,1523.20
1737.08,1440.70
1740.45,1366.10
1743.83,1290.00
1747.20,1241.90
1750.56,1215.20
1753.93,1202.50
1757.29,1198.20
1760.65,1198.30
1764.01,1198.20
1767.37,1187.50
1770.72,1183.50
1774.07,1179.70
1777.42,1180.80
1780.77,1163.70
1784.11,1142.00
1787.45,1134.70
1790.79,1106.60
1794.13,1105.90
1797.46,1092.30
1800.79,1057.60
1804.12,1040.00
1807.45,1013.70
1810.78,1019.40
1814.10,993.90
1817.42,977.70
1820.74,986.50
1824.05,963.90
1827.36,961.90
1830.67,954.60
1833.98,937.30
1837.29,933.10
1840.59,935.90
1843.89,941.50
1847.19,922.90
1850.49,923.50
1853.78,933.50
1857.07,912.60
1860.36,902.50
1863.65,925.90
1866.93,905.00
1870.22,912.50
1873.50,923.90
1876.77,904.80
1880.05,892.40
1883.32,896.30
1886.59,878.00
1889.86,870.40
1893.12,877.00
1896.39,865.40
1899.65,858.50
1902.91,841.70
1906.16,850.10
1909.42,847.00
1912.67,836.00
1915.92,846.50
1919.16,839.70
1922.41,840.50
1925.65,847.60
1928.89,844.30
1932.13,827.20
1935.36,815.70
1938.60,838.30
1941.83,838.60
1945.05,825.10
1948.28,832.10
1951.50,832.90
1954.72,832.60
1957.94,825.90
1961.16,808.70
1964.37,816.50
1967.58,808.80
1970.79,792.00
1974.00,791.30
1977.20,795.80
1980.41,781.40
1983.61,773.10
1986.80,788.20
1990.00,780.30
1993.19,772.70
1996.38,771.00
1999.57,771.80
2002.76,760.30
2005.94,769.00
2009.12,759.10
2012.30,762.90
2015.47,778.00
2018.65,767.00
2021.82,757.50
2024.99,756.20
2028.16,746.40
2031.32,736.40
2034.48,733.70
2037.64,731.10
2040.80,730.70
2043.96,717.80
2047.11,712.10
2050.26,699.50
2053.41,711.60
2056.56,702.20
2059.70,699.40
2062.84,679.70
2065.98,701.30
2069.12,680.90
2072.25,681.70
2075.39,683.90
2078.52,670.70
2081.64,670.40
2084.77,681.20
2087.89,673.90
2091.01,670.20
2094.13,669.20
2097.25,663.60
2100.36,652.00
